Nome: TUPANCIRETA
Codigo Estacao: A886
Latitude: -29.08944444
Longitude: -53.82666666
Altitude: 462
Situacao: Operante
Data Inicial: 2023-09-01
Data Final: 2023-09-06
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2023-09-06;0700;0;7.9;6.9;93;
2023-09-06;0800;0;8.4;7.2;92;
2023-09-06;0900;0;8.4;7.1;92;
2023-09-06;1000;0;8.6;7;90;
2023-09-06;1100;0;9.9;7.8;86;
2023-09-06;1200;0;11.8;9.3;85;
2023-09-06;1300;0;14.4;11;80;
2023-09-06;1400;0;16.5;12.5;77;
2023-09-06;1500;0;18.8;13.5;71;
2023-09-06;1600;0;20.5;14.5;69;
2023-09-06;1700;0;21.7;14.9;66;
2023-09-06;1800;0;23;14.6;59;
2023-09-06;1900;0;22.8;14.7;60;
2023-09-06;2000;0;22.1;15.3;66;
2023-09-06;2100;0;20.1;14.7;71;
2023-09-06;2200;0;19.1;14.3;74;
2023-09-06;2300;0;18.6;13.7;73;

