Nome: DOM PEDRITO
Codigo Estacao: A881
Latitude: -31.0025
Longitude: -54.61805554
Altitude: 150
Situacao: Operante
Data Inicial: 2023-09-01
Data Final: 2023-09-06
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2023-09-06;0800;0;5.4;3.9;90;
2023-09-06;0900;0;5.4;3.7;89;
2023-09-06;1000;0;5.5;4;90;
2023-09-06;1100;0;8.8;5.5;80;
2023-09-06;1200;0;10.7;6.5;75;
2023-09-06;1300;0;13.5;7.4;66;
2023-09-06;1400;0;15.8;8.8;63;
2023-09-06;1500;0;18;10.5;62;
2023-09-06;1600;0;19.1;11.4;61;
2023-09-06;1700;0;20;12;60;
2023-09-06;1800;0;20.4;12.3;60;
2023-09-06;1900;0;19.6;12.4;63;
2023-09-06;2000;0;18.9;12;64;
2023-09-06;2100;0;17.8;12.2;70;
2023-09-06;2200;0;17.1;12;72;
2023-09-06;2300;1.2;15.6;12.3;81;

