Nome: MOSTARDAS
Codigo Estacao: A878
Latitude: -31.24833333
Longitude: -50.90638888
Altitude: 3.82
Situacao: Pane
Data Inicial: 2023-09-01
Data Final: 2023-09-06
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2023-09-06;0900;0;12.9;7.7;71;
2023-09-06;1000;0;13.4;7.6;68;
2023-09-06;1100;0;14.3;8.8;70;
2023-09-06;1200;0;15.1;9.8;71;
2023-09-06;1300;0;15.4;10.8;74;
2023-09-06;1400;0;15.8;11.7;77;
2023-09-06;1500;0;16.9;11.9;72;
2023-09-06;1600;0;17.3;12.9;75;
2023-09-06;1700;0;17.9;13.5;76;
2023-09-06;1800;0;17.6;13.2;75;
2023-09-06;1900;0;17.2;13.2;77;
2023-09-06;2000;0;16.6;13.3;81;
2023-09-06;2100;0;16.4;13.3;82;
2023-09-06;2200;0;16.4;13.3;82;
2023-09-06;2300;0;16.3;13.7;84;

